capacitance_matrix,enabled,from_bus,in_service,is_switch,length,linecode_id,name,normal_amps,phases,reactance_matrix,resistance_matrix,source_record,to_bus,units
"[[2.851710072, -0.920293787, -0.350755566], [-0.920293787, 3.004631862, -0.585011253], [-0.350755566, -0.585011253, 2.71134756]]",True,"{""bus_id"": ""54"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""54.1.2.3""}",True,False,0.275,1,L54,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.095018939, 0.072897727], [0.095018939, 0.198522727, 0.080227273], [0.072897727, 0.080227273, 0.201723485]]","[[0.086666667, 0.029545455, 0.02907197], [0.029545455, 0.088371212, 0.029924242], [0.02907197, 0.029924242, 0.087405303]]",IEEE123Master.dss line=105: line.L54,"{""bus_id"": ""55"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""55.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""54"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""54.1.2.3""}",True,False,0.35,3,L55,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=106: line.L55,"{""bus_id"": ""57"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""57.1.2.3""}",kft
"[[2.851710072, -0.920293787, -0.350755566], [-0.920293787, 3.004631862, -0.585011253], [-0.350755566, -0.585011253, 2.71134756]]",True,"{""bus_id"": ""55"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""55.1.2.3""}",True,False,0.275,1,L56,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.095018939, 0.072897727], [0.095018939, 0.198522727, 0.080227273], [0.072897727, 0.080227273, 0.201723485]]","[[0.086666667, 0.029545455, 0.02907197], [0.029545455, 0.088371212, 0.029924242], [0.02907197, 0.029924242, 0.087405303]]",IEEE123Master.dss line=107: line.L56,"{""bus_id"": ""56"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""56.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""57"", ""phases"": [""2""], ""raw_bus"": ""57.2""}",True,False,0.25,10,L57,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=108: line.L57,"{""bus_id"": ""58"", ""phases"": [""2""], ""raw_bus"": ""58.2""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""57"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""57.1.2.3""}",True,False,0.75,3,L58,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=109: line.L58,"{""bus_id"": ""60"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""60.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""58"", ""phases"": [""2""], ""raw_bus"": ""58.2""}",True,False,0.25,10,L59,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=110: line.L59,"{""bus_id"": ""59"", ""phases"": [""2""], ""raw_bus"": ""59.2""}",kft
"[[3.004631862, -0.920293787, -0.585011253], [-0.920293787, 2.851710072, -0.350755566], [-0.585011253, -0.350755566, 2.71134756]]",True,"{""bus_id"": ""60"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""60.1.2.3""}",True,False,0.55,5,L60,,"[""1"", ""2"", ""3""]","[[0.198522727, 0.095018939, 0.080227273], [0.095018939, 0.204166667, 0.072897727], [0.080227273, 0.072897727, 0.201723485]]","[[0.088371212, 0.029545455, 0.029924242], [0.029545455, 0.086666667, 0.02907197], [0.029924242, 0.02907197, 0.087405303]]",IEEE123Master.dss line=111: line.L60,"{""bus_id"": ""61"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""61.1.2.3""}",kft
"[[33.77150149, 0.0, 0.0], [0.0, 33.77150149, 0.0], [0.0, 0.0, 33.77150149]]",True,"{""bus_id"": ""60"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""60.1.2.3""}",True,False,0.25,12,L61,,"[""1"", ""2"", ""3""]","[[0.142443182, 0.052556818, 0.040852273], [0.052556818, 0.135643939, 0.052556818], [0.040852273, 0.052556818, 0.142443182]]","[[0.288049242, 0.09844697, 0.093257576], [0.09844697, 0.29032197, 0.09844697], [0.093257576, 0.09844697, 0.288049242]]",IEEE123Master.dss line=112: line.L61,"{""bus_id"": ""62"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""62.1.2.3""}",kft
"[[33.77150149, 0.0, 0.0], [0.0, 33.77150149, 0.0], [0.0, 0.0, 33.77150149]]",True,"{""bus_id"": ""62"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""62.1.2.3""}",True,False,0.175,12,L62,,"[""1"", ""2"", ""3""]","[[0.142443182, 0.052556818, 0.040852273], [0.052556818, 0.135643939, 0.052556818], [0.040852273, 0.052556818, 0.142443182]]","[[0.288049242, 0.09844697, 0.093257576], [0.09844697, 0.29032197, 0.09844697], [0.093257576, 0.09844697, 0.288049242]]",IEEE123Master.dss line=113: line.L62,"{""bus_id"": ""63"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""63.1.2.3""}",kft
"[[33.77150149, 0.0, 0.0], [0.0, 33.77150149, 0.0], [0.0, 0.0, 33.77150149]]",True,"{""bus_id"": ""63"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""63.1.2.3""}",True,False,0.35,12,L63,,"[""1"", ""2"", ""3""]","[[0.142443182, 0.052556818, 0.040852273], [0.052556818, 0.135643939, 0.052556818], [0.040852273, 0.052556818, 0.142443182]]","[[0.288049242, 0.09844697, 0.093257576], [0.09844697, 0.29032197, 0.09844697], [0.093257576, 0.09844697, 0.288049242]]",IEEE123Master.dss line=114: line.L63,"{""bus_id"": ""64"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""64.1.2.3""}",kft
"[[33.77150149, 0.0, 0.0], [0.0, 33.77150149, 0.0], [0.0, 0.0, 33.77150149]]",True,"{""bus_id"": ""64"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""64.1.2.3""}",True,False,0.425,12,L64,,"[""1"", ""2"", ""3""]","[[0.142443182, 0.052556818, 0.040852273], [0.052556818, 0.135643939, 0.052556818], [0.040852273, 0.052556818, 0.142443182]]","[[0.288049242, 0.09844697, 0.093257576], [0.09844697, 0.29032197, 0.09844697], [0.093257576, 0.09844697, 0.288049242]]",IEEE123Master.dss line=115: line.L64,"{""bus_id"": ""65"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""65.1.2.3""}",kft
"[[33.77150149, 0.0, 0.0], [0.0, 33.77150149, 0.0], [0.0, 0.0, 33.77150149]]",True,"{""bus_id"": ""65"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""65.1.2.3""}",True,False,0.325,12,L65,,"[""1"", ""2"", ""3""]","[[0.142443182, 0.052556818, 0.040852273], [0.052556818, 0.135643939, 0.052556818], [0.040852273, 0.052556818, 0.142443182]]","[[0.288049242, 0.09844697, 0.093257576], [0.09844697, 0.29032197, 0.09844697], [0.093257576, 0.09844697, 0.288049242]]",IEEE123Master.dss line=116: line.L65,"{""bus_id"": ""66"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""66.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""67"", ""phases"": [""1""], ""raw_bus"": ""67.1""}",True,False,0.2,9,L66,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=117: line.L66,"{""bus_id"": ""68"", ""phases"": [""1""], ""raw_bus"": ""68.1""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""67"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""67.1.2.3""}",True,False,0.275,3,L67,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=118: line.L67,"{""bus_id"": ""72"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""72.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""67"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""67.1.2.3""}",True,False,0.25,3,L68,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=119: line.L68,"{""bus_id"": ""97"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""97.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""68"", ""phases"": [""1""], ""raw_bus"": ""68.1""}",True,False,0.275,9,L69,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=120: line.L69,"{""bus_id"": ""69"", ""phases"": [""1""], ""raw_bus"": ""69.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""69"", ""phases"": [""1""], ""raw_bus"": ""69.1""}",True,False,0.325,9,L70,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=121: line.L70,"{""bus_id"": ""70"", ""phases"": [""1""], ""raw_bus"": ""70.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""70"", ""phases"": [""1""], ""raw_bus"": ""70.1""}",True,False,0.275,9,L71,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=122: line.L71,"{""bus_id"": ""71"", ""phases"": [""1""], ""raw_bus"": ""71.1""}",kft
[[2.270366128]],True,"{""bus_id"": ""72"", ""phases"": [""3""], ""raw_bus"": ""72.3""}",True,False,0.275,11,L72,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=123: line.L72,"{""bus_id"": ""73"", ""phases"": [""3""], ""raw_bus"": ""73.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""72"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""72.1.2.3""}",True,False,0.2,3,L73,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=124: line.L73,"{""bus_id"": ""76"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""76.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""73"", ""phases"": [""3""], ""raw_bus"": ""73.3""}",True,False,0.35,11,L74,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=125: line.L74,"{""bus_id"": ""74"", ""phases"": [""3""], ""raw_bus"": ""74.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""74"", ""phases"": [""3""], ""raw_bus"": ""74.3""}",True,False,0.4,11,L75,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=126: line.L75,"{""bus_id"": ""75"", ""phases"": [""3""], ""raw_bus"": ""75.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""76"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""76.1.2.3""}",True,False,0.4,6,L76,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=127: line.L76,"{""bus_id"": ""77"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""77.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""76"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""76.1.2.3""}",True,False,0.7,3,L77,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=128: line.L77,"{""bus_id"": ""86"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""86.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""77"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""77.1.2.3""}",True,False,0.1,6,L78,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=129: line.L78,"{""bus_id"": ""78"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""78.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""78"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""78.1.2.3""}",True,False,0.225,6,L79,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=130: line.L79,"{""bus_id"": ""79"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""79.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""78"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""78.1.2.3""}",True,False,0.475,6,L80,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=131: line.L80,"{""bus_id"": ""80"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""80.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""80"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""80.1.2.3""}",True,False,0.175,6,L81,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=132: line.L81,"{""bus_id"": ""81"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""81.1.2.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""81"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""81.1.2.3""}",True,False,0.25,6,L82,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=133: line.L82,"{""bus_id"": ""82"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""82.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""81"", ""phases"": [""3""], ""raw_bus"": ""81.3""}",True,False,0.675,11,L83,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=134: line.L83,"{""bus_id"": ""84"", ""phases"": [""3""], ""raw_bus"": ""84.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""82"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""82.1.2.3""}",True,False,0.25,6,L84,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=135: line.L84,"{""bus_id"": ""83"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""83.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""84"", ""phases"": [""3""], ""raw_bus"": ""84.3""}",True,False,0.475,11,L85,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=136: line.L85,"{""bus_id"": ""85"", ""phases"": [""3""], ""raw_bus"": ""85.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""86"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""86.1.2.3""}",True,False,0.45,6,L86,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=137: line.L86,"{""bus_id"": ""87"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""87.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""87"", ""phases"": [""1""], ""raw_bus"": ""87.1""}",True,False,0.175,9,L87,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=138: line.L87,"{""bus_id"": ""88"", ""phases"": [""1""], ""raw_bus"": ""88.1""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""87"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""87.1.2.3""}",True,False,0.275,6,L88,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=139: line.L88,"{""bus_id"": ""89"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""89.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""89"", ""phases"": [""2""], ""raw_bus"": ""89.2""}",True,False,0.25,10,L89,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=140: line.L89,"{""bus_id"": ""90"", ""phases"": [""2""], ""raw_bus"": ""90.2""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""89"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""89.1.2.3""}",True,False,0.225,6,L90,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=141: line.L90,"{""bus_id"": ""91"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""91.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""91"", ""phases"": [""3""], ""raw_bus"": ""91.3""}",True,False,0.3,11,L91,,"[""3""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=142: line.L91,"{""bus_id"": ""92"", ""phases"": [""3""], ""raw_bus"": ""92.3""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""91"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""91.1.2.3""}",True,False,0.225,6,L92,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=143: line.L92,"{""bus_id"": ""93"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""93.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""93"", ""phases"": [""1""], ""raw_bus"": ""93.1""}",True,False,0.275,9,L93,,"[""1""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=144: line.L93,"{""bus_id"": ""94"", ""phases"": [""1""], ""raw_bus"": ""94.1""}",kft
"[[2.851710072, -0.350755566, -0.920293787], [-0.350755566, 2.71134756, -0.585011253], [-0.920293787, -0.585011253, 3.004631862]]",True,"{""bus_id"": ""93"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""93.1.2.3""}",True,False,0.3,6,L94,,"[""1"", ""2"", ""3""]","[[0.204166667, 0.072897727, 0.095018939], [0.072897727, 0.201723485, 0.080227273], [0.095018939, 0.080227273, 0.198522727]]","[[0.086666667, 0.02907197, 0.029545455], [0.02907197, 0.087405303, 0.029924242], [0.029545455, 0.029924242, 0.088371212]]",IEEE123Master.dss line=145: line.L94,"{""bus_id"": ""95"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""95.1.2.3""}",kft
[[2.270366128]],True,"{""bus_id"": ""95"", ""phases"": [""2""], ""raw_bus"": ""95.2""}",True,False,0.2,10,L95,,"[""2""]",[[0.255208333]],[[0.251742424]],IEEE123Master.dss line=146: line.L95,"{""bus_id"": ""96"", ""phases"": [""2""], ""raw_bus"": ""96.2""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""97"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""97.1.2.3""}",True,False,0.275,3,L96,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=147: line.L96,"{""bus_id"": ""98"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""98.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""98"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""98.1.2.3""}",True,False,0.55,3,L97,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=148: line.L97,"{""bus_id"": ""99"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""99.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""99"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""99.1.2.3""}",True,False,0.3,3,L98,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=149: line.L98,"{""bus_id"": ""100"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""100.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""100"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""100.1.2.3""}",True,False,0.8,3,L99,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=150: line.L99,"{""bus_id"": ""450"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""450.1.2.3""}",kft
"[[2.71134756, -0.350755566, -0.585011253], [-0.350755566, 2.851710072, -0.920293787], [-0.585011253, -0.920293787, 3.004631862]]",True,"{""bus_id"": ""197"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""197.1.2.3""}",True,False,0.25,3,L118,,"[""1"", ""2"", ""3""]","[[0.201723485, 0.072897727, 0.080227273], [0.072897727, 0.204166667, 0.095018939], [0.080227273, 0.095018939, 0.198522727]]","[[0.087405303, 0.02907197, 0.029924242], [0.02907197, 0.086666667, 0.029545455], [0.029924242, 0.029545455, 0.088371212]]",IEEE123Master.dss line=151: line.L118,"{""bus_id"": ""101"", ""phases"": [""1"", ""2"", ""3""], ""raw_bus"": ""101.1.2.3""}",kft
