circuit_id,from_bus_id,in_service,rating_a_mva,rating_b_mva,rating_c_mva,reactance_pu,resistance_pu,source_records,third_winding_bus_id,to_bus_id,winding1_nominal_kv,winding2_nominal_kv
1,411,True,441.0,441.0,441.0,0.02349,0.00016,"[""411,407,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00016,0.02349,441.0"", ""1.0,13.8,0.0,441.0,441.0,441.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,407,13.8,345.0
1,363,True,75.0,75.0,75.0,0.11593,0.00224,"[""363,360,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00224,0.11593,75.0"", ""1.0,13.8,0.0,75.0,75.0,75.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,360,13.8,138.0
1,412,True,431.0,431.0,431.0,0.02693,0.0002,"[""412,407,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0002,0.02693,431.0"", ""1.0,13.8,0.0,431.0,431.0,431.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,407,13.8,345.0
1,249,True,333.0,333.0,333.0,0.05427,0.00138548,"[""249,246,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00138548,0.05427,333.0"", ""1.0,13.8,0.0,333.0,333.0,333.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,246,13.8,345.0
1,436,True,457.0,457.0,457.0,0.01431,0.00022,"[""436,428,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00022,0.01431,457.0"", ""1.0,13.8,0.0,457.0,457.0,457.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,428,13.8,345.0
1,481,True,160.0,160.0,160.0,0.05504,0.00104,"[""481,479,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00104,0.05504,160.0"", ""1.0,13.8,0.0,160.0,160.0,160.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,479,13.8,138.0
1,301,True,67.0,67.0,67.0,0.08126,0.00245,"[""301,300,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00245,0.08126,67.0"", ""1.0,13.8,0.0,67.0,67.0,67.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,300,13.8,138.0
2,58,True,675.0,675.0,675.0,0.01762,0.00012,"[""58,57,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00012,0.01762,675.0"", ""1.0,138.0,0.0,675.0,675.0,675.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,57,138.0,345.0
1,248,True,336.0,336.0,336.0,0.05441,0.00131423,"[""248,246,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00131423,0.05441,336.0"", ""1.0,13.8,0.0,336.0,336.0,336.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,246,13.8,345.0
1,410,True,445.0,445.0,445.0,0.04197,0.00027,"[""410,407,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00027,0.04197,445.0"", ""1.0,13.8,0.0,445.0,445.0,445.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,407,13.8,345.0
1,152,True,570.0,570.0,570.0,0.0203,0.000341854,"[""152,151,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000341854,0.0203,570.0"", ""1.0,138.0,0.0,570.0,570.0,570.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,151,138.0,345.0
1,319,True,120.0,120.0,120.0,0.07586,0.00159,"[""319,318,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00159,0.07586,120.0"", ""1.0,13.8,0.0,120.0,120.0,120.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,318,13.8,138.0
1,168,True,445.0,445.0,445.0,0.03549,0.00029,"[""168,165,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00029,0.03549,445.0"", ""1.0,13.8,0.0,445.0,445.0,445.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,165,13.8,345.0
1,443,True,385.0,385.0,385.0,0.02669,0.00018,"[""443,440,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00018,0.02669,385.0"", ""1.0,13.8,0.0,385.0,385.0,385.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,440,13.8,345.0
1,439,True,474.0,474.0,474.0,0.01452,0.00012,"[""439,428,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00012,0.01452,474.0"", ""1.0,13.8,0.0,474.0,474.0,474.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,428,13.8,345.0
1,145,True,650.0,650.0,650.0,0.0337,0.00119,"[""145,143,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00119,0.0337,650.0"", ""1.0,13.8,0.0,650.0,650.0,650.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,143,13.8,138.0
1,258,True,52.0,52.0,52.0,0.25929,0.00935,"[""258,253,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00935,0.25929,52.0"", ""1.0,13.8,0.0,52.0,52.0,52.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,253,13.8,138.0
1,465,True,384.0,384.0,384.0,0.02723,0.00036,"[""465,464,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00036,0.02723,384.0"", ""1.0,138.0,0.0,384.0,384.0,384.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,464,138.0,345.0
1,144,True,650.0,650.0,650.0,0.033,0.0011,"[""144,143,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0011,0.033,650.0"", ""1.0,13.8,0.0,650.0,650.0,650.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,143,13.8,138.0
1,236,True,507.0,507.0,507.0,0.02788,0.00024,"[""236,235,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00024,0.02788,507.0"", ""1.0,138.0,0.0,507.0,507.0,507.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,235,138.0,345.0
1,395,True,312.0,312.0,312.0,0.05624,0.00104,"[""395,386,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00104,0.05624,312.0"", ""1.0,13.8,0.0,312.0,312.0,312.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,386,13.8,345.0
1,126,True,352.0,352.0,352.0,0.02189,0.00015,"[""126,123,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00015,0.02189,352.0"", ""1.0,13.8,0.0,352.0,352.0,352.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,123,13.8,345.0
1,254,True,134.0,134.0,134.0,0.13453,0.00422,"[""254,253,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00422,0.13453,134.0"", ""1.0,13.8,0.0,134.0,134.0,134.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,253,13.8,138.0
1,247,True,460.0,460.0,460.0,0.06785,0.00123,"[""247,246,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00123,0.06785,460.0"", ""1.0,138.0,0.0,460.0,460.0,460.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,246,138.0,345.0
1,472,True,501.0,501.0,501.0,0.01869,0.00016,"[""472,471,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00016,0.01869,501.0"", ""1.0,138.0,0.0,501.0,501.0,501.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,471,138.0,345.0
1,224,True,588.0,588.0,588.0,0.02404,0.000543438,"[""224,220,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000543438,0.02404,588.0"", ""1.0,13.8,0.0,588.0,588.0,588.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,220,13.8,345.0
1,72,True,60.0,60.0,60.0,0.14481,0.00292,"[""72,70,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00292,0.14481,60.0"", ""1.0,13.8,0.0,60.0,60.0,60.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,70,13.8,138.0
1,166,True,606.0,606.0,606.0,0.00871,0.000183208,"[""166,165,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000183208,0.00871,606.0"", ""1.0,138.0,0.0,606.0,606.0,606.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,165,138.0,345.0
1,196,True,560.0,560.0,560.0,0.01443,0.00023,"[""196,195,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00023,0.01443,560.0"", ""1.0,138.0,0.0,560.0,560.0,560.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,195,138.0,345.0
1,73,True,49.0,49.0,49.0,0.27303,0.0126963,"[""73,70,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0126963,0.27303,49.0"", ""1.0,13.8,0.0,49.0,49.0,49.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,70,13.8,138.0
1,263,True,656.0,656.0,656.0,0.01827,0.000384306,"[""263,262,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000384306,0.01827,656.0"", ""1.0,138.0,0.0,656.0,656.0,656.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,262,138.0,345.0
1,456,True,651.0,651.0,651.0,0.01668,0.00015,"[""456,453,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00015,0.01668,651.0"", ""1.0,13.8,0.0,651.0,651.0,651.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,453,13.8,345.0
1,413,True,436.0,436.0,436.0,0.04036,0.00056,"[""413,407,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00056,0.04036,436.0"", ""1.0,13.8,0.0,436.0,436.0,436.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,407,13.8,345.0
1,484,True,140.0,140.0,140.0,0.05489,0.00146,"[""484,479,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00146,0.05489,140.0"", ""1.0,13.8,0.0,140.0,140.0,140.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,479,13.8,138.0
1,442,True,267.0,267.0,267.0,0.04469,0.0005,"[""442,440,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0005,0.04469,267.0"", ""1.0,13.8,0.0,267.0,267.0,267.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,440,13.8,345.0
1,480,True,221.0,221.0,221.0,0.06304,0.00242,"[""480,479,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00242,0.06304,221.0"", ""1.0,13.8,0.0,221.0,221.0,221.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,479,13.8,138.0
1,306,True,63.0,63.0,63.0,0.24992,0.00522,"[""306,304,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00522,0.24992,63.0"", ""1.0,13.8,0.0,63.0,63.0,63.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,304,13.8,138.0
1,350,True,183.0,183.0,183.0,0.0716,0.0027,"[""350,349,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0027,0.0716,183.0"", ""1.0,13.8,0.0,183.0,183.0,183.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,349,13.8,138.0
1,409,True,326.0,326.0,326.0,0.0611,0.00054,"[""409,407,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00054,0.0611,326.0"", ""1.0,13.8,0.0,326.0,326.0,326.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,407,13.8,345.0
1,198,True,527.0,527.0,527.0,0.02185,0.000386119,"[""198,195,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000386119,0.02185,527.0"", ""1.0,13.8,0.0,527.0,527.0,527.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,195,13.8,345.0
2,144,True,650.0,650.0,650.0,0.033,0.0011,"[""144,143,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0011,0.033,650.0"", ""1.0,13.8,0.0,650.0,650.0,650.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,143,13.8,138.0
2,17,True,930.0,930.0,930.0,0.01438,0.000354,"[""17,14,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000354,0.01438,930.0"", ""1.0,13.8,0.0,930.0,930.0,930.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,14,13.8,345.0
1,18,True,340.0,340.0,340.0,0.05115,0.00141719,"[""18,14,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00141719,0.05115,340.0"", ""1.0,13.8,0.0,340.0,340.0,340.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,14,13.8,345.0
1,257,True,142.0,142.0,142.0,0.08097,0.00255,"[""257,253,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00255,0.08097,142.0"", ""1.0,13.8,0.0,142.0,142.0,142.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,253,13.8,138.0
1,494,True,75.0,75.0,75.0,0.0643,0.00119,"[""494,493,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00119,0.0643,75.0"", ""1.0,13.8,0.0,75.0,75.0,75.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,493,13.8,138.0
1,351,True,142.0,142.0,142.0,0.07925,0.00389,"[""351,349,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00389,0.07925,142.0"", ""1.0,13.8,0.0,142.0,142.0,142.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,349,13.8,138.0
1,498,True,150.0,150.0,150.0,0.11755,0.0040061,"[""498,496,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0040061,0.11755,150.0"", ""1.0,13.8,0.0,150.0,150.0,150.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,496,13.8,138.0
1,432,True,204.0,204.0,204.0,0.03175,0.00023,"[""432,428,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00023,0.03175,204.0"", ""1.0,13.8,0.0,204.0,204.0,204.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,428,13.8,345.0
1,275,True,225.0,225.0,225.0,0.04081,0.0012,"[""275,274,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.0012,0.04081,225.0"", ""1.0,13.8,0.0,225.0,225.0,225.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,274,13.8,138.0
2,145,True,650.0,650.0,650.0,0.0337,0.00119,"[""145,143,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00119,0.0337,650.0"", ""1.0,13.8,0.0,650.0,650.0,650.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,143,13.8,138.0
1,455,True,551.0,551.0,551.0,0.01616,0.00026,"[""455,453,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00026,0.01616,551.0"", ""1.0,13.8,0.0,551.0,551.0,551.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,453,13.8,345.0
1,225,True,628.0,628.0,628.0,0.01242,0.00018,"[""225,220,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00018,0.01242,628.0"", ""1.0,13.8,0.0,628.0,628.0,628.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,220,13.8,345.0
1,17,True,930.0,930.0,930.0,0.01438,0.000279,"[""17,14,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000279,0.01438,930.0"", ""1.0,13.8,0.0,930.0,930.0,930.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,14,13.8,345.0
1,361,True,52.0,52.0,52.0,0.33724,0.01388,"[""361,360,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.01388,0.33724,52.0"", ""1.0,13.8,0.0,52.0,52.0,52.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,360,13.8,138.0
2,387,True,658.0,658.0,658.0,0.01653,0.00016,"[""387,386,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00016,0.01653,658.0"", ""1.0,138.0,0.0,658.0,658.0,658.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,386,138.0,345.0
2,9,True,900.0,900.0,900.0,0.01362,0.00012,"[""9,7,0,'2',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00012,0.01362,900.0"", ""1.0,13.8,0.0,900.0,900.0,900.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,7,13.8,345.0
1,438,True,492.0,492.0,492.0,0.02322,0.000524351,"[""438,428,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.000524351,0.02322,492.0"", ""1.0,13.8,0.0,492.0,492.0,492.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,428,13.8,345.0
1,392,True,297.0,297.0,297.0,0.03299,0.00029,"[""392,386,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00029,0.03299,297.0"", ""1.0,13.8,0.0,297.0,297.0,297.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,386,13.8,345.0
1,81,True,529.0,529.0,529.0,0.03481,0.00065,"[""81,80,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00065,0.03481,529.0"", ""1.0,138.0,0.0,529.0,529.0,529.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,80,138.0,345.0
1,362,True,162.0,162.0,162.0,0.11798,0.00354,"[""362,360,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00354,0.11798,162.0"", ""1.0,13.8,0.0,162.0,162.0,162.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,138.0""]",,360,13.8,138.0
1,169,True,543.0,543.0,543.0,0.02558,0.00035,"[""169,165,0,'1',1,1,1,0.0,0.0,2,'            ',1,1,1.0,0,1.0,0,1.0,0,1.0,'            '"", ""0.00035,0.02558,543.0"", ""1.0,13.8,0.0,543.0,543.0,543.0,0,0,1.5,0.51,1.5,0.51,159,0,0.0,0.0,0.0"", ""1.0,345.0""]",,165,13.8,345.0
