benchmark,capacity_kw,energy_kwh,islanded_deficit_kw,maximum_upgrade_cost,minimum_resilient_upgrade_cost,patch_id,payload_name,power_kw,sizing_rule,source_row,technology,total_cost,unit_cost_per_kw,unit_cost_per_kwh
pglib_case14_ieee,142000.0,0.0,142000.0,625327984.9041677,157676800.0,pglib_case14_ieee__patch_01__3-4,pglib_case14_ieee__pglib_case14_ieee__patch_01__3-4.json,142000.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,194056944.90416765,1366.5982035504765,
pglib_case30_ieee,10000.0,0.0,10000.0,44037182.035504766,11104000.0,pglib_case30_ieee__patch_13__3-4,pglib_case30_ieee__pglib_case30_ieee__patch_13__3-4.json,10000.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,11104000.0,1110.4,
pglib_case30_ieee,11700.0,0.0,11700.0,51523502.981540576,12991680.000000002,pglib_case30_ieee__patch_14__19-20,pglib_case30_ieee__pglib_case30_ieee__patch_14__19-20.json,11700.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,15989198.981540574,1366.5982035504765,
pglib_case30_ieee,11700.0,46800.0,11700.0,51523502.981540576,12991680.000000002,pglib_case30_ieee__patch_14__19-20,pglib_case30_ieee__pglib_case30_ieee__patch_14__19-20.json,11700.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,22542624.0,1926.72,481.68
pglib_case30_ieee,11700.0,0.0,11700.0,51523502.981540576,12991680.000000002,pglib_case30_ieee__patch_14__19-20,pglib_case30_ieee__pglib_case30_ieee__patch_14__19-20.json,11700.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,12991680.000000002,1110.4,
arpae_go_network_01o_020,120153.0,0.0,120153.0,529119953.3112004,133417891.20000002,arpae_go_network_01o_020__patch_01__320-321,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json,120153.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,164200873.9512004,1366.5982035504765,
arpae_go_network_01o_020,120153.0,480612.0,120153.0,529119953.3112004,133417891.20000002,arpae_go_network_01o_020__patch_01__320-321,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json,120153.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,231501188.16,1926.72,481.68
arpae_go_network_01o_020,120153.0,0.0,120153.0,529119953.3112004,133417891.20000002,arpae_go_network_01o_020__patch_01__320-321,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_01__320-321.json,120153.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,133417891.20000002,1110.4,
arpae_go_network_01o_020,118776.0,0.0,118776.0,523056033.34491134,131888870.4,arpae_go_network_01o_020__patch_02__21-22,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json,118776.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,162319068.2249114,1366.5982035504765,
arpae_go_network_01o_020,118776.0,475104.0,118776.0,523056033.34491134,131888870.4,arpae_go_network_01o_020__patch_02__21-22,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json,118776.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,228848094.72,1926.72,481.68
arpae_go_network_01o_020,118776.0,0.0,118776.0,523056033.34491134,131888870.4,arpae_go_network_01o_020__patch_02__21-22,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_02__21-22.json,118776.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,131888870.4,1110.4,
arpae_go_network_01o_020,105987.0,0.0,105987.0,466736881.2397044,117687964.80000001,arpae_go_network_01o_020__patch_03__3-4,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json,105987.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,144841643.79970434,1366.5982035504765,
arpae_go_network_01o_020,105987.0,423948.0,105987.0,466736881.2397044,117687964.80000001,arpae_go_network_01o_020__patch_03__3-4,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json,105987.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,204207272.64000002,1926.72,481.68
arpae_go_network_01o_020,105987.0,0.0,105987.0,466736881.2397044,117687964.80000001,arpae_go_network_01o_020__patch_03__3-4,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_03__3-4.json,105987.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,117687964.80000001,1110.4,
arpae_go_network_01o_020,100071.0,0.0,100071.0,440684484.3474997,111118838.4,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,100071.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,136756848.82749972,1366.5982035504765,
arpae_go_network_01o_020,100071.0,400284.0,100071.0,440684484.3474997,111118838.4,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,100071.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,192808797.12,1926.72,481.68
arpae_go_network_01o_020,100071.0,0.0,100071.0,440684484.3474997,111118838.4,arpae_go_network_01o_020__patch_04__228-474,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_04__228-474.json,100071.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,111118838.4,1110.4,
arpae_go_network_01o_020,119978.0,0.0,119978.0,528349302.6255791,133223571.20000002,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,119978.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,163961719.26557907,1366.5982035504765,
arpae_go_network_01o_020,119978.0,479912.0,119978.0,528349302.6255791,133223571.20000002,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,119978.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,231164012.16,1926.72,481.68
arpae_go_network_01o_020,119978.0,0.0,119978.0,528349302.6255791,133223571.20000002,arpae_go_network_01o_020__patch_05__485-499,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_05__485-499.json,119978.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,133223571.20000002,1110.4,
arpae_go_network_01o_020,96705.0,0.0,96705.0,425861568.8743488,107381232.00000001,arpae_go_network_01o_020__patch_06__326-327,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json,96705.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,132156879.27434883,1366.5982035504765,
arpae_go_network_01o_020,96705.0,386820.0,96705.0,425861568.8743488,107381232.00000001,arpae_go_network_01o_020__patch_06__326-327,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json,96705.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,186323457.6,1926.72,481.68
arpae_go_network_01o_020,96705.0,0.0,96705.0,425861568.8743488,107381232.00000001,arpae_go_network_01o_020__patch_06__326-327,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_06__326-327.json,96705.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,107381232.00000001,1110.4,
arpae_go_network_01o_020,95476.0,0.0,95476.0,420449399.2021853,106016550.4,arpae_go_network_01o_020__patch_07__263-491,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json,95476.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,130477330.08218528,1366.5982035504765,
arpae_go_network_01o_020,95476.0,381904.0,95476.0,420449399.2021853,106016550.4,arpae_go_network_01o_020__patch_07__263-491,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json,95476.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,183955518.72,1926.72,481.68
arpae_go_network_01o_020,95476.0,0.0,95476.0,420449399.2021853,106016550.4,arpae_go_network_01o_020__patch_07__263-491,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_07__263-491.json,95476.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,106016550.4,1110.4,
arpae_go_network_01o_020,87839.0,0.0,87839.0,386818203.28167033,97536425.60000001,arpae_go_network_01o_020__patch_08__141-142,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json,87839.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,120040619.6016703,1366.5982035504765,
arpae_go_network_01o_020,87839.0,351356.0,87839.0,386818203.28167033,97536425.60000001,arpae_go_network_01o_020__patch_08__141-142,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json,87839.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,169241158.08,1926.72,481.68
arpae_go_network_01o_020,87839.0,0.0,87839.0,386818203.28167033,97536425.60000001,arpae_go_network_01o_020__patch_08__141-142,arpae_go_network_01o_020__arpae_go_network_01o_020__patch_08__141-142.json,87839.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,97536425.60000001,1110.4,
ieee123_opendss,305.0,0.0,305.0,1343134.0520828953,338672.0,ieee123_opendss__patch_01__76-77-86,ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json,305.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,416812.4520828953,1366.5982035504765,
ieee123_opendss,305.0,1220.0,305.0,1343134.0520828953,338672.0,ieee123_opendss__patch_01__76-77-86,ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json,305.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,587649.6,1926.72,481.68
ieee123_opendss,305.0,0.0,305.0,1343134.0520828953,338672.0,ieee123_opendss__patch_01__76-77-86,ieee123_opendss__ieee123_opendss__patch_01__76-77-86.json,305.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,338672.0,1110.4,
ieee123_opendss,455.0,0.0,455.0,2003691.7826154667,505232.00000000006,ieee123_opendss__patch_02__47-48-49,ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json,455.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,621802.1826154668,1366.5982035504765,
ieee123_opendss,455.0,1820.0,455.0,2003691.7826154667,505232.00000000006,ieee123_opendss__patch_02__47-48-49,ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json,455.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,876657.6,1926.72,481.68
ieee123_opendss,455.0,0.0,455.0,2003691.7826154667,505232.00000000006,ieee123_opendss__patch_02__47-48-49,ieee123_opendss__ieee123_opendss__patch_02__47-48-49.json,455.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,505232.00000000006,1110.4,
ieee123_opendss,290.0,0.0,290.0,1277078.2790296383,322016.0,ieee123_opendss__patch_03__64-65-66,ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json,290.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,396313.47902963817,1366.5982035504765,
ieee123_opendss,290.0,1160.0,290.0,1277078.2790296383,322016.0,ieee123_opendss__patch_03__64-65-66,ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json,290.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,558748.8,1926.72,481.68
ieee123_opendss,290.0,0.0,290.0,1277078.2790296383,322016.0,ieee123_opendss__patch_03__64-65-66,ieee123_opendss__ieee123_opendss__patch_03__64-65-66.json,290.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,322016.0,1110.4,
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_04__100-98-99,ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json,120.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,163991.7844260572,1366.5982035504765,
ieee123_opendss,120.0,480.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_04__100-98-99,ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json,120.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,231206.4,1926.72,481.68
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_04__100-98-99,ieee123_opendss__ieee123_opendss__patch_04__100-98-99.json,120.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,133248.0,1110.4,
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_05__73-74-75,ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json,120.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,163991.7844260572,1366.5982035504765,
ieee123_opendss,120.0,480.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_05__73-74-75,ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json,120.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,231206.4,1926.72,481.68
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_05__73-74-75,ieee123_opendss__ieee123_opendss__patch_05__73-74-75.json,120.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,133248.0,1110.4,
ieee123_opendss,60.0,0.0,60.0,264223.0922130286,66624.0,ieee123_opendss__patch_06__3-5-6,ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json,60.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,81995.8922130286,1366.5982035504765,
ieee123_opendss,60.0,240.0,60.0,264223.0922130286,66624.0,ieee123_opendss__patch_06__3-5-6,ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json,60.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,115603.2,1926.72,481.68
ieee123_opendss,60.0,0.0,60.0,264223.0922130286,66624.0,ieee123_opendss__patch_06__3-5-6,ieee123_opendss__ieee123_opendss__patch_06__3-5-6.json,60.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,66624.0,1110.4,
ieee123_opendss,255.0,0.0,255.0,1122948.1419053716,283152.0,ieee123_opendss__patch_07__63-64-65,ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json,255.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,348482.5419053715,1366.5982035504765,
ieee123_opendss,255.0,1020.0,255.0,1122948.1419053716,283152.0,ieee123_opendss__patch_07__63-64-65,ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json,255.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,491313.60000000003,1926.72,481.68
ieee123_opendss,255.0,0.0,255.0,1122948.1419053716,283152.0,ieee123_opendss__patch_07__63-64-65,ieee123_opendss__ieee123_opendss__patch_07__63-64-65.json,255.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,283152.0,1110.4,
ieee123_opendss,100.0,0.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_08__69-70-71,ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json,100.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,136659.82035504765,1366.5982035504765,
ieee123_opendss,100.0,400.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_08__69-70-71,ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json,100.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,192672.0,1926.72,481.68
ieee123_opendss,100.0,0.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_08__69-70-71,ieee123_opendss__ieee123_opendss__patch_08__69-70-71.json,100.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,111040.00000000001,1110.4,
ieee123_opendss,80.0,0.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_09__112-113-114,ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json,80.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,109327.85628403812,1366.5982035504765,
ieee123_opendss,80.0,320.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_09__112-113-114,ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json,80.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,154137.6,1926.72,481.68
ieee123_opendss,80.0,0.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_09__112-113-114,ieee123_opendss__ieee123_opendss__patch_09__112-113-114.json,80.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,88832.0,1110.4,
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_10__28-29-30,ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json,120.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,163991.7844260572,1366.5982035504765,
ieee123_opendss,120.0,480.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_10__28-29-30,ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json,120.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,231206.4,1926.72,481.68
ieee123_opendss,120.0,0.0,120.0,528446.1844260572,133248.0,ieee123_opendss__patch_10__28-29-30,ieee123_opendss__ieee123_opendss__patch_10__28-29-30.json,120.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,133248.0,1110.4,
ieee123_opendss,80.0,0.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_11__15-16-34,ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json,80.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,109327.85628403812,1366.5982035504765,
ieee123_opendss,80.0,320.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_11__15-16-34,ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json,80.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,154137.6,1926.72,481.68
ieee123_opendss,80.0,0.0,80.0,352297.45628403814,88832.0,ieee123_opendss__patch_11__15-16-34,ieee123_opendss__ieee123_opendss__patch_11__15-16-34.json,80.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,88832.0,1110.4,
ieee123_opendss,100.0,0.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_12__86-87-88,ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json,100.0,PV nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 434241: UtilityPV; Class5; Moderate; OCC; 2022; value=1366.5982035504765,pv,136659.82035504765,1366.5982035504765,
ieee123_opendss,100.0,400.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_12__86-87-88,ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json,100.0,BESS power equals the benchmark deficit and energy equals the published 4-hour duration.,ATBe.csv row 78747: Utility-Scale Battery Storage; 4Hr Battery Storage; Moderate; OCC; 2022; value=1926.72,bess,192672.0,1926.72,481.68
ieee123_opendss,100.0,0.0,100.0,440371.82035504765,111040.00000000001,ieee123_opendss__patch_12__86-87-88,ieee123_opendss__ieee123_opendss__patch_12__86-87-88.json,100.0,Dispatchable nameplate upper bound equals the benchmark-derived islanded active-power deficit.,ATBe.csv row 60391: NaturalGas_FE; NG Combustion Turbine (F-Frame); Moderate; OCC; 2022; value=1110.4,dispatchable_generation,111040.00000000001,1110.4,
