applied_scale,benchmark,component,normalized_max_abs_coefficient,payload_name,raw_max_abs_coefficient,raw_term_count,target_weight
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.02,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS2_MG__from__normal_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
210319.99999999997,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS3_MG-BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02377329783187524,24,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS3_MG-BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.35,36,8000.0
4859.500206084694,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS3_MG-BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7202386771416468,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS3_MG-BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,24,2000.0
414480.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS3_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.012063308241652191,12,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS3_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.35,18,8000.0
4859.500206084694,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS3_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7202386771416468,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS3_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
129800.00000000001,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS4_MG-BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.03852080123266564,24,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS4_MG-BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.35,36,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS4_MG-BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS4_MG-BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,24,2000.0
210319.99999999997,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02377329783187524,12,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.35,18,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS4_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
129800.00000000001,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__normal_BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.03852080123266564,12,5000.0
22857.14285714286,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__normal_BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.35,18,8000.0
175000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__normal_BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.02,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__normal_BUS9_MG__from__normal_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
19036.5,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS14_MG-BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26265332387781365,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS14_MG-BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS14_MG-BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS14_MG-BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
34419.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS14_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.14526860164444058,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS14_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS14_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS14_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
19036.5,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26265332387781365,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS1_MG-BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
19036.5,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.26265332387781365,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS1_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
50127.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.09974664352544536,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS2_MG__from__pcc_failure_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
110418.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.045282472060714736,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,36,8000.0
2423.0749846209674,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.4444455999975965,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
217602.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.022977729984099412,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
2423.0749846209674,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.4444455999975965,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
68145.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.07337295472888693,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,36,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,24,2000.0
110418.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.045282472060714736,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
68145.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.07337295472888693,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.7,18,8000.0
87500.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,0.04,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,1.0,12,2000.0
26418.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1892648951472481,24,5000.0
16062.144,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.4980655135453897,36,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,24,2000.0
47765.14285714286,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.10467884530261158,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
26418.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1892648951472481,24,5000.0
16062.144,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.4980655135453897,36,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,24,2000.0
26418.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1892648951472481,12,5000.0
16062.144,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.4980655135453897,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
69564.0,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.0718762578345121,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.027999999999999997,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,0.2,12,2000.0
153233.14285714284,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.03263001663198562,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,36,8000.0
3461.5390365990297,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,1.011110943136657,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,24,2000.0
301978.28571428574,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.01655748190030693,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
3461.5390365990297,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,1.011110943136657,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
94568.57142857143,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.05287168796640381,24,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,36,8000.0
61306.69487837628,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.05709001287613857,12,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,24,2000.0
153233.14285714284,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.03263001663198562,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
61306.69487837628,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.05709001287613857,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
94568.57142857143,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.05287168796640381,12,5000.0
16326.5306122449,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.48999999999999994,18,8000.0
125000.00000000001,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.027999999999999997,6,3500.0
10000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,0.2,12,2000.0
21393.399999999998,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.23371694073873253,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
35000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
38680.399999999994,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.12926443366666324,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
35000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
21393.399999999998,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.23371694073873253,24,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,36,8000.0
35000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1,12,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,24,2000.0
21393.399999999998,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.23371694073873253,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
35000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1,6,3500.0
2000.0,pglib_case14_ieee,battery_reserve_holdback_high_stress,2000.0,pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,1.0,12,2000.0
56333.2,pglib_case14_ieee,max_customers_unserved_surrogate,5000.0,pglib_case14_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.08875760652687936,12,5000.0
11428.57142857143,pglib_case14_ieee,critical_infra_outage_hours_proxy,8000.0,pglib_case14_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.7,18,8000.0
35000.0,pglib_case14_ieee,islanded_reserve_margin,3500.0,pglib_case14_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,0.1,6,3500.0
