coefficient_scaling_factor,contains_challenge_penalty_components,degree,horizon,patch_ids,payload_name,payload_path,qci_executable,scenario,source_benchmark,source_payload_id,source_payload_path,term_count,variable_count
3.088272438605062e-05,True,3,6,"[""BUS3_MG"", ""BUS4_MG""]",pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,True,pcc_failure,pglib_case14_ieee,pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/pcc_failure_BUS3_MG-BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,912,132
3.088272438605062e-05,True,3,6,"[""BUS3_MG""]",pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,True,pcc_failure,pglib_case14_ieee,pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/pcc_failure_BUS3_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS4_MG"", ""BUS9_MG""]",pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,True,pcc_failure,pglib_case14_ieee,pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/pcc_failure_BUS4_MG-BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,912,132
4e-05,True,3,6,"[""BUS4_MG""]",pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,True,pcc_failure,pglib_case14_ieee,pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/pcc_failure_BUS4_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS9_MG""]",pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,True,pcc_failure,pglib_case14_ieee,pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/pcc_failure_BUS9_MG__from__pcc_failure_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS14_MG"", ""BUS1_MG""]",pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS14_MG-BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,912,132
4e-05,True,3,6,"[""BUS14_MG""]",pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS14_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS1_MG-BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,912,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS1_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS2_MG__from__renewable_shortfall_BUS14_MG-BUS1_MG-BUS2_MG.json,456,66
2.7736953207504658e-05,True,3,6,"[""BUS3_MG"", ""BUS4_MG""]",pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS3_MG-BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,912,132
2.7736953207504658e-05,True,3,6,"[""BUS3_MG""]",pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS3_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS4_MG"", ""BUS9_MG""]",pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS4_MG-BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,912,132
4e-05,True,3,6,"[""BUS4_MG""]",pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS4_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS9_MG""]",pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,True,renewable_shortfall,pglib_case14_ieee,renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/renewable_shortfall_BUS9_MG__from__renewable_shortfall_BUS3_MG-BUS4_MG-BUS9_MG.json,456,66
4e-05,True,3,6,"[""BUS14_MG"", ""BUS1_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS14_MG-BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,936,132
4e-05,True,3,6,"[""BUS14_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS14_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,468,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS1_MG-BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,936,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS1_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,468,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS2_MG__from__storm_forced_islanding_BUS14_MG-BUS1_MG-BUS2_MG.json,468,66
2.12434379296138e-05,True,3,6,"[""BUS3_MG"", ""BUS4_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS3_MG-BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,936,132
2.12434379296138e-05,True,3,6,"[""BUS3_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS3_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS3_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS3_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS3_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,468,66
4e-05,True,3,6,"[""BUS4_MG"", ""BUS9_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS4_MG-BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS4_MG-BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS4_MG-BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS4_MG-BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,936,132
4e-05,True,3,6,"[""BUS4_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS4_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,468,66
4e-05,True,3,6,"[""BUS9_MG""]",pglib_case14_ieee__storm_forced_islanding_BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case14_ieee__storm_forced_islanding_BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,True,storm_forced_islanding,pglib_case14_ieee,storm_forced_islanding_BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG,results/phase3/public_benchmarks/pglib_case14_ieee/qci_fit_payloads/storm_forced_islanding_BUS9_MG__from__storm_forced_islanding_BUS3_MG-BUS4_MG-BUS9_MG.json,468,66
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__demand_surge_BUS12_MG__from__demand_surge_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS12_MG__from__demand_surge_BUS12_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS12_MG__from__demand_surge_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS12_MG__from__demand_surge_BUS12_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS1_MG-BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS1_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG"", ""BUS30_MG""]",pglib_case30_ieee__demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS2_MG-BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,912,132
1.9637733918719026e-05,True,3,6,"[""BUS2_MG"", ""BUS5_MG""]",pglib_case30_ieee__demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS2_MG-BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS2_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
4e-05,True,3,6,"[""BUS2_MG""]",pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS2_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS30_MG""]",pglib_case30_ieee__demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS30_MG__from__demand_surge_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
1.9637733918719026e-05,True,3,6,"[""BUS5_MG"", ""BUS7_MG""]",pglib_case30_ieee__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS5_MG-BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,912,132
1.9637733918719026e-05,True,3,6,"[""BUS5_MG""]",pglib_case30_ieee__demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS5_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS7_MG""]",pglib_case30_ieee__demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,True,demand_surge,pglib_case30_ieee,demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/demand_surge_BUS7_MG__from__demand_surge_BUS2_MG-BUS5_MG-BUS7_MG.json,456,66
4e-05,True,3,6,"[""BUS12_MG""]",pglib_case30_ieee__local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS12_MG__from__local_generator_failure_BUS12_MG.json,456,66
4e-05,True,3,6,"[""BUS1_MG"", ""BUS2_MG""]",pglib_case30_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS1_MG-BUS2_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,916,132
4e-05,True,3,6,"[""BUS1_MG""]",pglib_case30_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,results/phase3/cmpo_v2/qci_payloads/pglib_case30_ieee__local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,True,local_generator_failure,pglib_case30_ieee,local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG,results/phase3/public_benchmarks/pglib_case30_ieee/qci_fit_payloads/local_generator_failure_BUS1_MG__from__local_generator_failure_BUS1_MG-BUS2_MG-BUS30_MG.json,456,66
