portfolio_signature,upgrade_cost,critical_ens,total_ens,technology_mix,selected_asset_count,upgrade_cost_band,critical_ens_band,total_ens_band,selected_asset_count_band,split
28f80d051b9d642df71a7917bac66c39ad3f2525734e2ccb7ee895db57c743ef,5368144.280189563,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,validation
290eaede77ab4da00a213a9a77aed34f4bbdef96daf75377e28668276aca4e53,4284840.91553859,50.625,230.625,bess+dispatchable_generation+pv,16,0,0,0,0,validation
29116969a66a943b69f61f02721c5cab28bae1221e8241fd6eaff11dd1ce9d1a,5078112.522130286,50.625,230.625,bess+dispatchable_generation+pv,20,2,0,0,2,train
291aa1482bfe520340d3e36f94dc95106a7a6c20d85e9ee1f40c311938a739d0,3881934.3017752385,50.625,230.625,bess+dispatchable_generation+pv,20,0,0,0,2,train
292eca0640def1c722b9f97c77d1d002bed6e861b68dcb8407751abc334b2260,5490636.580804876,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,train
293c9615e8e11ae71a183a9c88972beebe8a385d133f825acb47aaf344c879be,4964609.7364736,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,validation
295b041bae20f2e03e1348e90ccd8106de0c34fd490fc04cfe3c9864e26cbc44,3982388.5580592765,50.625,230.625,bess+dispatchable_generation+pv,18,0,0,0,0,test
297051de8ecd783c4a989c3b8ad4d5760228173219110e31b430ca3e796c5973,4739313.653242819,50.625,230.625,bess+dispatchable_generation+pv,21,1,0,0,2,train
2972fd1da39c86b2f1c4fc22c53999b4d400ed0e54bb0eb4a347300bcede7ad3,4619991.232307809,50.625,230.625,bess+dispatchable_generation+pv,19,1,0,0,1,validation
299530cc7c008f7e13ab67d73fe2f131c82eafe32091643c001c528ab381c7e6,4194501.0119527625,80.625,260.625,bess+dispatchable_generation+pv,17,0,4,4,0,test
29989f0a7b761dd8dd4fb11eb19cf3c0c0b01e50dccafa9df87ce64116e00cf7,4602636.353858134,60.625,240.625,bess+dispatchable_generation+pv,22,1,3,3,3,train
29a3abf5d5136c9d06cbdd9886f7ac142e40df4c36c83e7d4ddcefdfb8fabd12,3967201.728721981,80.625,260.625,bess+dispatchable_generation+pv,17,0,4,4,0,test
29d8b51971d10ecda26ce15ceb9d424e6849647935d4ea1aea4facc3e49b8cdd,4328805.832887772,50.625,230.625,bess+dispatchable_generation+pv,20,1,0,0,2,train
29f73a26353ff8f26e482f72c918357ccf0097d9c96236b160d50f83f89708d0,5675874.299964648,50.625,230.625,bess+dispatchable_generation+pv,22,4,0,0,3,train
2a17d9e47033cb0754e47e3ab2045be0fadda5590681e3fd09d072d5c97d98cd,6007132.051432229,86.25,266.25,bess+dispatchable_generation+pv,23,4,4,4,4,train
2a393a3f4281d4ae0191bdcfe75d1a8e871bb8c5d8980f8c50709bfb70f48af1,5405400.90054461,50.625,230.625,bess+dispatchable_generation+pv,23,3,0,0,4,validation
2a415cc5041df3ed324558dca9ee418d305237843ef1c64c9a17fdc164d885a7,6155692.709526857,86.25,266.25,bess+dispatchable_generation+pv,25,4,4,4,4,train
2a4b8af4d1aba17a54cec148ea336bca86f8279f94b71c5da3d28aa75d184aa6,4333268.701775238,50.625,230.625,bess+dispatchable_generation+pv,20,1,0,0,2,validation
2a56c1a0a12e53c5223a8c2d6cc785526f4de09a1ec3e63edae7015b7c03b10c,4769906.001159924,50.625,230.625,bess+dispatchable_generation+pv,23,1,0,0,4,train
2a9774c2c08561d8a50ca15bdb1907b089921160315419450bd8a530ed8927f3,2927210.4095622096,50.625,230.625,bess+dispatchable_generation+pv,15,0,0,0,0,train
2ab668e29bd42c59bde2be6dbd3f7731e1e33c61ce9007f216188d883fe3d651,5397307.3251008,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,train
2ad3f7e2d67b1f819e7e0a00c3329af7f95981ccdaf23b0bca8f52589f60411a,3830600.476639086,50.625,230.625,bess+dispatchable_generation+pv,16,0,0,0,0,validation
2ad961d1ddfb6a97f922432b2b5b21f3924241803662b694cb87867b5e890cf5,5421066.776603734,80.625,260.625,bess+dispatchable_generation+pv,23,3,4,4,4,train
2b0aaeb1facbc09e54f0e0a20d57f6ab32c9c045ee371066fe50ea3c65861a26,4402439.099964648,50.625,230.625,bess+dispatchable_generation+pv,18,1,0,0,0,validation
2b104632b566bbb899aba7b118f69ede025a8f8845548db0b34acb423bf59b99,5074473.414923277,60.625,240.625,bess+dispatchable_generation+pv,19,2,3,3,1,test
2b173f79a0a8cc133b104c8f6c3fecd9a9032c2eed99661215fd714dedf34f42,4377102.025716115,86.25,266.25,bess+dispatchable_generation+pv,18,1,4,4,0,train
2b2dd68e1934fe81b2837bc1952cdcaa7ef759823e637e065041e1eb24ed9f62,5260182.154438095,60.625,240.625,bess+dispatchable_generation+pv,20,3,3,3,2,train
2b36e85e73a225de82e424c3464bc9330977c15bd2743fae03dd9f1143e024d6,5249241.392177677,50.625,230.625,bess+dispatchable_generation+pv,23,3,0,0,4,validation
2b6558fd13322c05701f152a25c916360d6529eb1aef0e23d1f8d2252fca2352,5743720.159219201,50.625,230.625,bess+dispatchable_generation+pv,21,4,0,0,2,train
2b713d38182e4b19155fb94bc38e1eedfb8718405a3f6aef717b713f5a4b59ac,4897492.327491353,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,train
2bc802e273604098ff158f119e83a61ef5b89177e928037206b21010d614c135,3373296.8095622095,60.625,240.625,bess+dispatchable_generation+pv,18,0,3,3,0,train
2be89a83b03279d2ecabeaceba0a4da27f01ae5cf530c71c3f5b5836771cdb38,5385291.135893638,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,train
2bfa1366c63026cb212735106a56825da3e0f0af48a7cbba7538cdb1d72dd60e,5690503.013112687,86.25,266.25,bess+dispatchable_generation+pv,23,4,4,4,4,validation
2bfab6ce8982ac97b23fb8ecdd08bb345f0faf95c8b3ef5ac4e51bfd3f6aee8d,4935770.716118553,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,validation
2c00de7bb2be8fcb595c13b6e78427e07d9925b2f9ce66cafbd64221d037294d,3748240.128721981,50.625,230.625,bess+dispatchable_generation+pv,16,0,0,0,0,validation
2c184be4208c26474006fe3aef5b6de880e40369dca40d3c73dae64998d40e99,5409078.740674743,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,train
2c2f40a35b516aee2663986e0fb9a9a31bd2811dbbda0a092b103eceea9193b0,4808607.421514972,50.625,230.625,bess+dispatchable_generation+pv,24,2,0,0,4,train
2c3f914456733a68dfd437327a7b9d05dec37c4735da1a972c9040deba9db554,3996969.932923124,50.625,230.625,bess+dispatchable_generation+pv,20,0,0,0,2,train
2c67dcc2a57edc91eee736549d35d5cd1f96583c6e723bbb1e112109af51e34e,4418367.315538591,80.625,260.625,bess+dispatchable_generation+pv,18,1,4,4,0,train
2c880ac25d7af05ee3d4b719e98d23046c4e8bba67570c6e94e13529ba2e6946,5095368.495763505,50.625,230.625,bess+dispatchable_generation+pv,19,2,0,0,1,train
2c9088940f459d5cf051163402edcce12008245c2a3fc3f3e824a191a46e7515,4855575.30054461,86.25,266.25,bess+dispatchable_generation+pv,19,2,4,4,1,validation
2cc26c18305d6a040a1a88c245e53a5ea6254b5ce7d6adf3b65f8cbe5e829d64,5242829.63230781,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,train
2cc2f89662d10a4382e8bacf21adedb4fdc430aff1ab40e759e3fcb1558f103c,7554278.2717872765,50.625,230.625,bess+dispatchable_generation+pv,30,4,0,0,4,test
2ce9c83e90f1a750f2eb98949deb00c87bea165311c243581783a3ef02f8ece5,5841170.787976534,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,train
2d2eebcb963880c97d940f566d1f45e3f71332dc3598e4baeec2dfd3dd6e527c,4671530.144875886,50.625,230.625,bess+dispatchable_generation+pv,23,1,0,0,4,train
2d4f01af9864bd6b625cf0973e1c410c8676c233b170e421cb0d2ed0ba186812,5235989.091562362,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,validation
2dbbb5ef913763b84a8db0390b306d85cdf3238f94724daa9fba039f99061b95,5262926.740674743,50.625,230.625,bess+dispatchable_generation+pv,24,3,0,0,4,train
2dc86f82f3321081e2eca1de12fa594b0a50bc5890de2eaf9a609206949faa77,5403000.268816763,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,train
2dca3466ddc2a977c1c55773e0fb9c93d586a0a195a5c8a2b95820dd244b6e4a,5477701.976603733,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,train
2dd5b684fd4c2a26669c06420c28bdf86a6ecdc27d1876e3953f545af2536623,5336371.828106667,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,validation
2df8280961f942dc9d153aa152bf1cbe622dbe2695e55cee329a2748ac6fd49f,5759219.767621486,50.625,230.625,bess+dispatchable_generation+pv,19,4,0,0,1,train
2e0a1fcfccea365df293e77614d5b05d8e2b7333c0734e023f3c39cf904ca5fd,5348498.920319696,86.25,266.25,bess+dispatchable_generation+pv,22,3,4,4,3,train
2e330971a1afdba154354882037598205dff0d67129228c5112dd4ff63c456cb,3831086.611952762,50.625,230.625,bess+dispatchable_generation+pv,17,0,0,0,0,test
2e3e4295ad6355bc43d6ec31814d1fee8847e83619c59ee4c3e9135c01914fd2,4472656.961029791,50.625,230.625,bess+dispatchable_generation+pv,22,1,0,0,3,train
2e4390c1f7239a9657938e9db038d46a2ede7b6d2622354fc2b52a61f9776b65,6366637.534083048,50.625,230.625,bess+dispatchable_generation+pv,21,4,0,0,2,train
2e4a86c9b0ab97d641db849dd1ceb63f1aa7a0d4f6dabbfc278111e31ed30dc1,4489543.467006172,50.625,230.625,bess+dispatchable_generation+pv,18,1,0,0,0,train
2e6c5b80ffb9947f77f8cb73eed4f8c9dd9db92b61a79d06bd0f1e514e763083,4355031.194568229,86.25,266.25,bess+dispatchable_generation+pv,20,1,4,4,2,train
2e6c9374f8c16dc74879aeae909c7412c9d21de2a0ca2548093994136ca5fcd4,4919244.701775238,50.625,230.625,bess+dispatchable_generation+pv,19,2,0,0,1,train
2e756d58ae629574a2763ff4648782a953f43b02c528f6c5f15b964f224601e5,4408463.5388641525,50.625,230.625,bess+dispatchable_generation+pv,19,1,0,0,1,train
2e8755b67e6795c6365cd0824f169dde30b7df6161100f8d46a36ec00419eb45,4946342.385006019,50.625,230.625,bess+dispatchable_generation+pv,19,2,0,0,1,train
2ee575fcbd89547b9231a072aa0c2a0a9373d74ccbec45c36f7fcb07fc191bbe,5625305.010142172,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,validation
2f1eeac12c4bbada99b84aaabced9b117926e7e413776f3b4919be996c88cf7f,3873062.1203196957,80.625,260.625,bess+dispatchable_generation+pv,17,0,4,4,0,test
2f379737925aa9b07a63c10fc6e933197ae469b0ec9f7c44f1b3f9e11348d556,4946718.752047543,86.25,266.25,bess+dispatchable_generation+pv,19,2,4,4,1,train
2f56e5ad804e545c03ee9576fe891c7f501783e6f098d51c946b02af490bcf47,5628313.831077182,60.625,240.625,bess+dispatchable_generation+pv,21,3,3,3,2,train
2f5d92d8a551cb46d2d42ce5f289c67d22712280ed39d7e6af9e15c416485665,6128473.543645257,60.625,240.625,bess+dispatchable_generation+pv,24,4,3,3,4,test
2f5db24ba4e6a784d963c6003b38b0289d1d48add53612e6e92676ffb15e934a,4492384.412532724,60.625,240.625,bess+dispatchable_generation+pv,18,1,3,3,0,train
2f60bd57a6f8d6dcba2954c52d53d2dc7f7017af759abc487136a13e5f922ff9,5510486.180804877,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,train
2f65b7bcd2014e902ffe06aec24124221675e42f8355a3e3e571650628a451f4,4687532.520319696,157.5,337.5,bess+dispatchable_generation+pv,19,1,4,4,1,validation
2f67ebdccd12638d3313ec61c3bb842dc6d2c0d0cfcd62797ad77f32d14a73a7,5098716.925100801,86.25,266.25,bess+dispatchable_generation+pv,23,2,4,4,4,train
2faee70d91e342616a5b8b6d6672d1f2d80283e160482163fcad93484920d6c7,4108384.976023772,50.625,230.625,bess+dispatchable_generation+pv,18,0,0,0,0,test
2fc09462be5c078d1e99878ef411656f67dab9e22e8a00bbf3399343eafeff80,4719775.421514972,50.625,230.625,bess+dispatchable_generation+pv,23,1,0,0,4,train
2fdfddd7dd893c5d7c47bd8e7ee53b84d4dcb9fc9e27429f02c45f657a0cbc41,4651744.404781105,80.625,260.625,bess+dispatchable_generation+pv,18,1,4,4,0,validation
2ff37d0a4c99fd783a89a26f0d72ef2671a514cd769979e3b429f838a61178dd,3809307.877219048,80.625,260.625,bess+dispatchable_generation+pv,18,0,4,4,0,test
2ff71eb5df3d6df29460b778845265ba82c4c629e29ef8d8de372c399b63604a,4302108.03230781,50.625,230.625,bess+dispatchable_generation+pv,18,0,0,0,0,test
3006401c3b607b20caccaa83ec2dc89ce406a838b2da755b4ce521ceaa3f523b,4888372.724520839,50.625,230.625,bess+dispatchable_generation+pv,20,2,0,0,2,test
3011887aa12565fa5ee24020c824b4cd08dc32f5d0455bc5199f7d5d039e9027,5621394.776603733,50.625,230.625,bess+dispatchable_generation+pv,24,3,0,0,4,train
30120b217c1e9dee6d66e91f1bfc4c7236a5e2833685c83b63c59ebf5273258c,4366175.625716114,80.625,260.625,bess+dispatchable_generation+pv,20,1,4,4,2,train
301387b635d816227692057972d21e68004066faa7137103d6eb3731704073ea,5068572.448461714,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,train
3016542eb072ce555c180f14003827e57828c7fe218a32a5db915f10f2971851,5172908.974213181,86.25,266.25,bess+dispatchable_generation+pv,22,2,4,4,3,train
3044ecf865a062d132b31a1e4bbefe38258d2f439d5dcc8661cf9005d560392f,5542788.879609601,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,test
30496fad70723277e941f2c635ba5d68c85c4b641ffd4cbfc83d9e3d8b9941ed,4879134.668816762,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,train
30544b44511e01bf4cd817dc854d0bb3ccfcbb6af6295a1721990022414960ac,4811663.281420191,157.5,337.5,bess+dispatchable_generation+pv,19,2,4,4,1,train
305af1bd64e42ba39dff3a5030800717658c9e1e1bce42e78435a7235dcb13e0,5718747.071787276,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,train
307f77b7ca277d5bedc293cae1def49f7449ea579dfd29e2462431e3e0147e3c,5925581.579574248,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,train
308149d0ba1ff707cf0b1730d5163218966c975bae50141f76c81221ee31aaba,4677174.252662857,157.5,337.5,bess+dispatchable_generation+pv,21,1,4,4,2,validation
308e91404962f98f94660de83275b9e54f43a3fb3206ed13c00495bcee7d7fb2,4112020.5921776765,50.625,230.625,bess+dispatchable_generation+pv,20,0,0,0,2,train
3092e5b4b54ad9caf90fb2598ef5cc82a0297f847dfee5bd250f4a8488402e4a,4859925.465846248,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,test
30d8b87656240b7788b441ae028c9f9ffc26f85242a1703076ec4262cc600de1,5239122.417313829,60.625,240.625,bess+dispatchable_generation+pv,23,3,3,3,4,validation
30eafc7a4e1810fd9286564ca51f134dc36b1c599e2623be8a8d78c21391ba39,4633675.3514675815,50.625,230.625,bess+dispatchable_generation+pv,18,1,0,0,0,validation
31265f081ac9604fcf3f9c49c3b4a85abf019e297a4d9e1cfe1e7650c6183941,5200870.755668724,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,test
313e56c5c3e26d5b2649f3e8c98da0764b78daeadebbfb3452c94e7135c323b1,4584512.976023772,157.5,337.5,bess+dispatchable_generation+pv,19,1,4,4,1,validation
314801a3b7b27b87df3d3c79f3c5452bd5c8441ff8b454825f18536a353aa946,5553762.235858286,60.625,240.625,bess+dispatchable_generation+pv,24,3,3,3,4,train
314caf79c7a2d000ab7246bff2d76535d886a615bec1cae2b41a7fbfca07341e,5455988.138284191,50.625,230.625,bess+dispatchable_generation+pv,19,3,0,0,1,train
318f3880997d3378b670966471ae47b1c9aa1e71b32dcd749f650ca5b88d740f,4736063.754438096,50.625,230.625,bess+dispatchable_generation+pv,18,1,0,0,0,validation
319b39f315e3e01a5de9d60b81f35bd52babcb80d24177fee71b4658a8d6fb1c,5386587.3364736,50.625,230.625,bess+dispatchable_generation+pv,24,3,0,0,4,validation
31a37a8d321a9f2c0152500d1d9248a5ebee1a0846ebdcb22c937d7946bdd364,5293162.659254553,50.625,230.625,bess+dispatchable_generation+pv,19,3,0,0,1,train
31a38a79c8da1e5750b91da1df44aef3e35d888f36c86f6bd3137a5e9dbb55fa,4597418.299964648,50.625,230.625,bess+dispatchable_generation+pv,20,1,0,0,2,train
31a7a0c45a2736c4406e3a953115358e87777754c9e25b22fa1ece673e6aa377,4494730.719739733,50.625,230.625,bess+dispatchable_generation+pv,17,1,0,0,0,validation
31b1b7fd93b0b8c819d9f88995498f18b34778adf3c67ff5c78fc818a14a6bd9,4991248.771822629,50.625,230.625,bess+dispatchable_generation+pv,20,2,0,0,2,validation
31df4ddf992a0b6647d90b853dc3917550069721c854b2397f356cac631af722,4076953.3694320763,50.625,230.625,bess+dispatchable_generation+pv,18,0,0,0,0,test
31e1543119f26849839cc60a0bf2b15b916029ff36c2ec8980b50a9afc74c35c,5099563.646651125,50.625,230.625,bess+dispatchable_generation+pv,21,2,0,0,2,validation
3208cd79e3f1f5e69384847c8d00860f92c28b1faf89ba46e263f5056aa3dc58,4070823.6975740953,50.625,230.625,bess+dispatchable_generation+pv,17,0,0,0,0,validation
32211facbcfb2abf31d7c962977c41f1308e1ee3f91bf1a00fccbf2ddc944e6f,4287369.6454912005,157.5,337.5,bess+dispatchable_generation+pv,18,0,4,4,0,test
322bac486a0401925b240261f232ae8b54c937ed36bd148ee61ae5e54bd290ed,4498308.236508952,50.625,230.625,bess+dispatchable_generation+pv,16,1,0,0,0,train
322c34a1392c993c9c8bff0e2c3fef30b4ac36144e4c9d0ce6500c63f1206f5c,5445337.2107221335,80.625,260.625,bess+dispatchable_generation+pv,21,3,4,4,2,train
323401a5a4a715ba8635a22b04b9086b0e4ac70f679fdd6abed91d04c69c445a,5027077.787396572,50.625,230.625,bess+dispatchable_generation+pv,20,2,0,0,2,test
327877ce08379d35282ba757ec67377a18347f08dcaee488bbd62299eda29da8,5622158.646071162,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,test
328a76cbb91c121b285bdba5bd83c376ef89d7549b7df7143e834dc61143d076,5414821.378994286,50.625,230.625,bess+dispatchable_generation+pv,23,3,0,0,4,validation
32cf0bae0b2a4f053cf46777e99e583e73ddb55f83aadffb265f8cd13561cb51,3759220.8454912,157.5,337.5,bess+dispatchable_generation+pv,17,0,4,4,0,validation
32d96badd0f84f6bbd5b197074db7fd555d7d0e5e049fff8aba94f9714abc2ce,4635483.480189562,50.625,230.625,bess+dispatchable_generation+pv,18,1,0,0,0,validation
32f49cba2330104b343a80a46c543d464f596dd444e7d0b1893cc81205e46212,5039560.174213181,60.625,240.625,bess+dispatchable_generation+pv,22,2,3,3,3,test
32f97f8ea22e2f4f2723267d329b1bda7efa05164f66e8b26dccbaf5f357733d,4347846.873017905,50.625,230.625,bess+dispatchable_generation+pv,19,1,0,0,1,test
3300bcfab49944b7617bc9e202e1ede7c6a056c2573ff8ad147ffd7e942c6985,4990700.569432076,50.625,230.625,bess+dispatchable_generation+pv,20,2,0,0,2,train
333b7ca5575848084d7ab3956c84a63adf402399b689da8285748aebac810cc0,5932300.543065296,50.625,230.625,bess+dispatchable_generation+pv,21,4,0,0,2,train
3343fc922c558f8ec4a65619f47d44db4be7b3d9ff56ed1aadce551f1b3c9dc5,5723419.2873612195,86.25,266.25,bess+dispatchable_generation+pv,23,4,4,4,4,test
33455b4758226bc5d962cac18b56ff306c0b7a081218e9ca8c514ccf3f81c834,5489990.324520838,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,validation
3360245b4dbca5b543694b47fc554a9c67ae20b3e75aaaaf7683b88d58ccf0d6,7811104.492142324,50.625,230.625,bess+dispatchable_generation+pv,31,4,0,0,4,train
337d9c05aa551f5ea4a9f8ad4d307b96493b763bfc429dcd29b6c220e3c541bf,5485907.026296076,50.625,230.625,bess+dispatchable_generation+pv,19,3,0,0,1,train
338b33d71c70b1b2136b2524d2a8d5b764c94ed44fbb1dc0f11d28d062f239a6,3685481.7742131813,80.625,260.625,bess+dispatchable_generation+pv,17,0,4,4,0,train
33a39fdba0f2b6d5864d79536392bf32c64a3a32a48af0006d4faf74da9b2b39,5111907.071787276,50.625,230.625,bess+dispatchable_generation+pv,24,2,0,0,4,train
33eef51b87a7538d291bd42b4a4a42e968c8add8acde0fa773eade3dd6f520c0,5537638.180804877,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,validation
33f40a29f013aeb3b63ecbe85df23106b0484db6bd8ec84fc14e89ebda2ba9ce,5233096.84368061,157.5,337.5,bess+dispatchable_generation+pv,21,3,4,4,2,train
3419aa0ce3fb29c7c5224056d4bb83764ebc91c0f20dad5682cad908c5bdbb3c,3355799.5688521145,50.625,230.625,bess+dispatchable_generation+pv,15,0,0,0,0,test
341afdcf2985fd3ef7e7f6df7fd97dc9f815812ff24b7ca83ba5dc85c2931769,4695262.680189562,86.25,266.25,bess+dispatchable_generation+pv,19,1,4,4,1,train
344766bf91d906fe1e4e8d6b1d892f15e1551988b332196df68905ed2d8872a0,5123148.051432229,50.625,230.625,bess+dispatchable_generation+pv,22,2,0,0,3,train
344b68db77d54ee858b742db42f371cc2466374951bcbfde969ae18f51e80efa,5685246.415503238,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,test
3453ac3d60c369b59edc8dbe67521cc5da3ae06228012fe555dd26a0e04c20ab,4225145.789207162,80.625,260.625,bess+dispatchable_generation+pv,20,0,4,4,2,train
345abbba976c81d1bfd7cc3b37fb131912dce25e0d1eec3d1b8a2a622ab405ad,5224184.983775391,60.625,240.625,bess+dispatchable_generation+pv,22,3,3,3,3,validation
346eb0b8d1c10a22351881d863ba3a9f887af1f7feb0ad110446f146019a929a,4383026.704745753,50.625,230.625,bess+dispatchable_generation+pv,19,1,0,0,1,train
3478069681e0778197ed77213847439ab572be3047caba1b172b77e490e0b98b,5859421.70054461,50.625,230.625,bess+dispatchable_generation+pv,22,4,0,0,3,train
3486d7bf4e5abf2d9ed87282ed5c263b8f1e19874d543b2d0d147748b6428a85,5632492.543065296,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,train
34962483dcaf694bebf5542209111455fa9397b8268a7410eb8b7405193d46a5,5322791.149077029,50.625,230.625,bess+dispatchable_generation+pv,20,3,0,0,2,validation
34a29e13fecf8bfac0c08f9476c1405bd6baa770d6bb3079582dc17281ef6d1c,4695295.648461714,50.625,230.625,bess+dispatchable_generation+pv,20,1,0,0,2,train
34c1bfe849943c03d9e43f873d817efc5cdc93b3ea5b1b7a711d5c8cdc272228,5890181.068816762,50.625,230.625,bess+dispatchable_generation+pv,21,4,0,0,2,train
34ce21350cd6ac08fe229131c0d4c04b49fe33c1f022b9ab3b3c5387c1eee366,5464898.307716267,86.25,266.25,bess+dispatchable_generation+pv,19,3,4,4,1,train
34e2986ba505887d31972b989bf30b3a1690334db18fc12ba05dac9695cbe785,4665132.08917181,50.625,230.625,bess+dispatchable_generation+pv,23,1,0,0,4,train
34e2cb3fb4b29a34044f28e82932898e0796504ca74515ea826e4f616ad2a5d4,5872046.071207315,50.625,230.625,bess+dispatchable_generation+pv,22,4,0,0,3,train
34e403ab5d7d11e6c005b7a6074a4a94bee2f6b9409f8bc39312e4baea48a500,5498815.372402591,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,train
35321a78d2e2591f3310682d9c1c669cbd35a1d1d621d5402e9ae0eb4639abfe,6114730.848461715,50.625,230.625,bess+dispatchable_generation+pv,24,4,0,0,4,test
3536ef696b48a6cd4a46811e8d93c5cffcc8fb555ba824a1b4c8b30cf9e31a66,5182788.758639239,50.625,230.625,bess+dispatchable_generation+pv,19,3,0,0,1,train
353a9bd3b755e5203360b6265f769c0af66015b882ca22ea12a64951e103c811,5939714.799349334,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,test
353cd2b899db3e5daf6afdd0ec4ca8cb3fa15fa5bc0b4470f8ba500b684bfb2e,5732578.655633371,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,test
353cec6007c5d08b68e3c87c651084e5dc12c812c73d43c52fddf9bd0167364c,3116303.5688521145,80.625,260.625,bess+dispatchable_generation+pv,15,0,4,4,0,test
3540fed7029bdeb6778f929e2945f954eb52139cd7cc43bd4f6e9ec86d6f3b2e,5351423.565230934,50.625,230.625,bess+dispatchable_generation+pv,25,3,0,0,4,train
354332595757abf01b1f8606b8bab3f55d2d4369ab5f4b214dc6fdaa2e5143ed,6481679.970012038,50.625,230.625,bess+dispatchable_generation+pv,21,4,0,0,2,train
3549a78fe33ecbba488b7ccb115405ec0cb4814b47b920bae8b9e08d64c57e96,4897712.151467581,50.625,230.625,bess+dispatchable_generation+pv,18,2,0,0,0,train
3575aaf3ffa7f3c43010fe337cd83ea35a96c64a6c49bd14f488afcf3b7af0eb,4199881.082000152,50.625,230.625,bess+dispatchable_generation+pv,15,0,0,0,0,test
35b17abefce5b2bb4f42182d49a6bbdc44e533b19b4252293e7a1ce40b61ea9d,5973381.435858286,50.625,230.625,bess+dispatchable_generation+pv,23,4,0,0,4,train
35dbbe1bc15928aeac502fe3eace717198b794b89eaab5e55ed0bb75030254e0,3079087.5688521145,80.625,260.625,bess+dispatchable_generation+pv,16,0,4,4,0,test
35fa081b2f1377e7c490f4b22b2e0a8e8b72ef20c2898f84b6e0ab70ffd184e8,4726013.356248686,50.625,230.625,bess+dispatchable_generation+pv,23,1,0,0,4,train
35fcac07333abdf7490f2654899dc62b425905e33b6b02e05cee3d310a748306,5919697.6155032385,50.625,230.625,bess+dispatchable_generation+pv,22,4,0,0,3,train
35fcb67b63356613a31fb7a3aef90ce9cbc81439d61ff98e39506b55fdbdf40a,4862634.349077029,50.625,230.625,bess+dispatchable_generation+pv,18,2,0,0,0,train
36332f51109c3e9d984586fee6c0b068a21cb0189745fbf66eb86e11801dda4e,3917907.949077029,50.625,230.625,bess+dispatchable_generation+pv,18,0,0,0,0,train
364eec1cbbe8aa6abd2aa333711544ef9cd9f07ea5449bcf99b91b90b0ca6d47,5941060.12329021,50.625,230.625,bess+dispatchable_generation+pv,22,4,0,0,3,train
3689648ce857ff65a6c10b06997c05fafddf55b51cef7781803c830cccd04509,4460635.767621486,50.625,230.625,bess+dispatchable_generation+pv,19,1,0,0,1,train
368dfacc0cd0567f961858e51ac285dbc56fff97f866d1a9a684b4cb168083b2,4142206.729301943,60.625,240.625,bess+dispatchable_generation+pv,21,0,3,3,2,train
3692fbc568631e7c192e977de3d9c9fb5734674ce7ed2f29873e88f0931dbe43,5216447.743065296,50.625,230.625,bess+dispatchable_generation+pv,21,3,0,0,2,train
369e7975233f87c761bf9b18bdc9e09302c6545c1a37faabf0028272723b9c79,4395722.587396571,50.625,230.625,bess+dispatchable_generation+pv,16,1,0,0,0,train
36aa9cbc3d63e23d68c1cf9b48fc308a3d4a57b9927be12ead35672ae56a1480,4290037.62093501,50.625,230.625,bess+dispatchable_generation+pv,17,0,0,0,0,train
36b19539fa6edb5a899d6a9e0a74367f98a895d445bd008df6df1198bfea3ad6,5910007.898154058,50.625,230.625,bess+dispatchable_generation+pv,20,4,0,0,2,train
36c615d1c14341518e678677fe6f7ff93457da2b810b90306763cb83c3d8e2ab,5538521.176603734,50.625,230.625,bess+dispatchable_generation+pv,22,3,0,0,3,train
